code2016,area
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056479300,458380.02317658206
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056479400,758193.29631289036
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056479500,2900645.3809776064
http://linked.data.gov.au/dataset/asgs2016/meshblock/80008720000,52369.67984154568
http://linked.data.gov.au/dataset/asgs2016/meshblock/80027660000,147078.38637165082
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056479600,53548.863312527195
http://linked.data.gov.au/dataset/asgs2016/meshblock/80001500000,77739.125575884245
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056479700,59787.504178936135
http://linked.data.gov.au/dataset/asgs2016/meshblock/80038000000,97959.912078507827
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056479800,50888.284085105501
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056479900,28948.877024986828
http://linked.data.gov.au/dataset/asgs2016/meshblock/80026625000,13686.503966602362
http://linked.data.gov.au/dataset/asgs2016/meshblock/80026627000,10543.088857413055
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480000,57928.917090835974
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480100,52510.297791428995
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480200,18625.98439167636
http://linked.data.gov.au/dataset/asgs2016/meshblock/80001460000,82426.507816824116
http://linked.data.gov.au/dataset/asgs2016/meshblock/80004820000,78112.965074914711
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480300,85447.848301240563
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480400,35942.008804539044
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480500,165878.13968389307
http://linked.data.gov.au/dataset/asgs2016/meshblock/80015842000,24426.616696017762
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480600,17490.63592956174
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480700,9986.2259567835627
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480800,32355.448961282622
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056480900,32625.46339398497
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481000,91456.127137998687
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481100,68539.130681211172
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481200,10998.67039509926
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481300,11358.564517097755
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481400,10182.624017488348
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481500,23372.886297858084
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481600,11715.132393460472
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481700,71801.879940928076
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481800,40452.1282014721
http://linked.data.gov.au/dataset/asgs2016/meshblock/80028230000,92739.950922272328
http://linked.data.gov.au/dataset/asgs2016/meshblock/80002760000,11114.387302204137
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042440000,42289.03142014311
http://linked.data.gov.au/dataset/asgs2016/meshblock/80015961000,93554.02891492669
http://linked.data.gov.au/dataset/asgs2016/meshblock/80051410000,31208.476549880772
http://linked.data.gov.au/dataset/asgs2016/meshblock/80023920000,68673.157439942253
http://linked.data.gov.au/dataset/asgs2016/meshblock/80039290000,121659.33634773943
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042040000,83642.067501123121
http://linked.data.gov.au/dataset/asgs2016/meshblock/80043990000,8492.1178140088232
http://linked.data.gov.au/dataset/asgs2016/meshblock/80030080000,13554.665784066201
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056481900,42056.15238309469
http://linked.data.gov.au/dataset/asgs2016/meshblock/80028610000,53186.020319652962
http://linked.data.gov.au/dataset/asgs2016/meshblock/80026240000,52290.406319281952
http://linked.data.gov.au/dataset/asgs2016/meshblock/80046880000,9783.8287674374478
http://linked.data.gov.au/dataset/asgs2016/meshblock/80045860000,65735.051310586336
http://linked.data.gov.au/dataset/asgs2016/meshblock/80001810000,17185.340339615381
http://linked.data.gov.au/dataset/asgs2016/meshblock/80045650000,17623.42283926957
http://linked.data.gov.au/dataset/asgs2016/meshblock/80047540000,7926.4051475172855
http://linked.data.gov.au/dataset/asgs2016/meshblock/80034460000,63369.61892309683
http://linked.data.gov.au/dataset/asgs2016/meshblock/80014142000,68912.224240795884
http://linked.data.gov.au/dataset/asgs2016/meshblock/80022830000,72940.720084142798
http://linked.data.gov.au/dataset/asgs2016/meshblock/80022852000,499304.83102427633
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042960000,93973.929649529484
http://linked.data.gov.au/dataset/asgs2016/meshblock/80025320000,68590.927700028507
http://linked.data.gov.au/dataset/asgs2016/meshblock/80031480000,51278.087217884851
http://linked.data.gov.au/dataset/asgs2016/meshblock/80011460000,204601.40200045469
http://linked.data.gov.au/dataset/asgs2016/meshblock/80034080000,24776.265711949221
http://linked.data.gov.au/dataset/asgs2016/meshblock/80013010000,88981.788267416036
http://linked.data.gov.au/dataset/asgs2016/meshblock/80038140000,99501.14859905983
http://linked.data.gov.au/dataset/asgs2016/meshblock/80040600000,5132441.3464715797
http://linked.data.gov.au/dataset/asgs2016/meshblock/80001480000,97951.009421690775
http://linked.data.gov.au/dataset/asgs2016/meshblock/80035400000,27927.887616556352
http://linked.data.gov.au/dataset/asgs2016/meshblock/80031830000,76592.175068343597
http://linked.data.gov.au/dataset/asgs2016/meshblock/80047700000,3824.2041363259318
http://linked.data.gov.au/dataset/asgs2016/meshblock/80045950000,18758.750106771946
http://linked.data.gov.au/dataset/asgs2016/meshblock/80050390000,17702.215851315879
http://linked.data.gov.au/dataset/asgs2016/meshblock/80009520000,14595.980682583182
http://linked.data.gov.au/dataset/asgs2016/meshblock/80007390000,81106.461540290722
http://linked.data.gov.au/dataset/asgs2016/meshblock/80009060000,53864.936352328659
http://linked.data.gov.au/dataset/asgs2016/meshblock/80041720000,69840.750112583293
http://linked.data.gov.au/dataset/asgs2016/meshblock/80025390000,56472.430373599855
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042592000,19429.955544623343
http://linked.data.gov.au/dataset/asgs2016/meshblock/80019840000,167713.52089021643
http://linked.data.gov.au/dataset/asgs2016/meshblock/80019976600,24267.048232751989
http://linked.data.gov.au/dataset/asgs2016/meshblock/80026781000,31455.500021403695
http://linked.data.gov.au/dataset/asgs2016/meshblock/80007540000,8479.5509866052907
http://linked.data.gov.au/dataset/asgs2016/meshblock/80046670000,33562.825494887795
http://linked.data.gov.au/dataset/asgs2016/meshblock/80017310000,65173.821355148553
http://linked.data.gov.au/dataset/asgs2016/meshblock/80021340000,23137.989209876316
http://linked.data.gov.au/dataset/asgs2016/meshblock/80035730000,13097.651712829973
http://linked.data.gov.au/dataset/asgs2016/meshblock/80044600000,21648.156251442237
http://linked.data.gov.au/dataset/asgs2016/meshblock/80012540000,72072.578137104181
http://linked.data.gov.au/dataset/asgs2016/meshblock/80037720000,32482.86027613618
http://linked.data.gov.au/dataset/asgs2016/meshblock/80019250000,96175.469935962872
http://linked.data.gov.au/dataset/asgs2016/meshblock/80044463000,22889.054295727285
http://linked.data.gov.au/dataset/asgs2016/meshblock/80037111000,21720.671938344192
http://linked.data.gov.au/dataset/asgs2016/meshblock/80026340000,12667.891712224518
http://linked.data.gov.au/dataset/asgs2016/meshblock/80055260000,12123.605051417973
http://linked.data.gov.au/dataset/asgs2016/meshblock/80018261000,32882.273130716007
http://linked.data.gov.au/dataset/asgs2016/meshblock/80023180000,62065.221449240133
http://linked.data.gov.au/dataset/asgs2016/meshblock/80011702000,22055.501333341646
http://linked.data.gov.au/dataset/asgs2016/meshblock/80018263000,30195.51205836685
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042310000,97986.032414013651
http://linked.data.gov.au/dataset/asgs2016/meshblock/80024090000,85342.540246040735
http://linked.data.gov.au/dataset/asgs2016/meshblock/80004552000,85765.430937399287
http://linked.data.gov.au/dataset/asgs2016/meshblock/80003801000,53434.724991623014
http://linked.data.gov.au/dataset/asgs2016/meshblock/80015923000,66761.464628042522
http://linked.data.gov.au/dataset/asgs2016/meshblock/80034740000,43582.548394142257
http://linked.data.gov.au/dataset/asgs2016/meshblock/80048570000,38386.870799546065
http://linked.data.gov.au/dataset/asgs2016/meshblock/80034680000,4614.8789591444774
http://linked.data.gov.au/dataset/asgs2016/meshblock/80055950000,17647.755444589919
http://linked.data.gov.au/dataset/asgs2016/meshblock/80025570000,54012.135711270268
http://linked.data.gov.au/dataset/asgs2016/meshblock/80007040000,80817.003930984531
http://linked.data.gov.au/dataset/asgs2016/meshblock/80009760000,36978.822389232359
http://linked.data.gov.au/dataset/asgs2016/meshblock/80027851000,56698.857145164031
http://linked.data.gov.au/dataset/asgs2016/meshblock/80008591000,16429.41234076527
http://linked.data.gov.au/dataset/asgs2016/meshblock/80025740000,93346.679702459325
http://linked.data.gov.au/dataset/asgs2016/meshblock/80016181000,83868.088811778172
http://linked.data.gov.au/dataset/asgs2016/meshblock/80033890000,60309.51019664693
http://linked.data.gov.au/dataset/asgs2016/meshblock/80022640000,76038.6790509446
http://linked.data.gov.au/dataset/asgs2016/meshblock/80024250000,102129.94746034555
http://linked.data.gov.au/dataset/asgs2016/meshblock/80037052000,19466.792392248019
http://linked.data.gov.au/dataset/asgs2016/meshblock/80050450000,16451.227923949838
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056482000,32691.344906536659
http://linked.data.gov.au/dataset/asgs2016/meshblock/80032110000,86661.867424282624
http://linked.data.gov.au/dataset/asgs2016/meshblock/80003480000,49448.808202511238
http://linked.data.gov.au/dataset/asgs2016/meshblock/80052070000,11787.514344162109
http://linked.data.gov.au/dataset/asgs2016/meshblock/80020080000,195618.14213743233
http://linked.data.gov.au/dataset/asgs2016/meshblock/80044980000,28559.914695914969
http://linked.data.gov.au/dataset/asgs2016/meshblock/80007360000,79450.87430529324
http://linked.data.gov.au/dataset/asgs2016/meshblock/80020690000,71921.169809958548
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042550000,71608.469775116173
http://linked.data.gov.au/dataset/asgs2016/meshblock/80055400000,2710.8251583818528
http://linked.data.gov.au/dataset/asgs2016/meshblock/80024820000,34509.035608938553
http://linked.data.gov.au/dataset/asgs2016/meshblock/80050650000,3551.6825030017612
http://linked.data.gov.au/dataset/asgs2016/meshblock/80055975000,64215.953451412526
http://linked.data.gov.au/dataset/asgs2016/meshblock/80038400000,19305.604376523283
http://linked.data.gov.au/dataset/asgs2016/meshblock/80022220000,109841.77978696337
http://linked.data.gov.au/dataset/asgs2016/meshblock/80026782000,39993.749575822854
http://linked.data.gov.au/dataset/asgs2016/meshblock/80026920000,8009.7208374099409
http://linked.data.gov.au/dataset/asgs2016/meshblock/80033470000,56238.775606933421
http://linked.data.gov.au/dataset/asgs2016/meshblock/80026420000,11709.617981075824
http://linked.data.gov.au/dataset/asgs2016/meshblock/80044170000,60598.168470829136
http://linked.data.gov.au/dataset/asgs2016/meshblock/80030250000,57806.916770570038
http://linked.data.gov.au/dataset/asgs2016/meshblock/80039580000,101511.61359515385
http://linked.data.gov.au/dataset/asgs2016/meshblock/80017970000,16014.754670686792
http://linked.data.gov.au/dataset/asgs2016/meshblock/80035720000,88464.75822908619
http://linked.data.gov.au/dataset/asgs2016/meshblock/80003390000,60598.804128066498
http://linked.data.gov.au/dataset/asgs2016/meshblock/80010360000,52943.792983030951
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042484000,446058.01771016751
http://linked.data.gov.au/dataset/asgs2016/meshblock/80012690000,66193.462242408059
http://linked.data.gov.au/dataset/asgs2016/meshblock/80024270000,80623.128003455218
http://linked.data.gov.au/dataset/asgs2016/meshblock/80009800000,55823.777687026872
http://linked.data.gov.au/dataset/asgs2016/meshblock/80029440000,82184.141202442697
http://linked.data.gov.au/dataset/asgs2016/meshblock/80036882000,57910.309669598711
http://linked.data.gov.au/dataset/asgs2016/meshblock/80047250000,51243.417658827791
http://linked.data.gov.au/dataset/asgs2016/meshblock/80014632000,73106.810709018449
http://linked.data.gov.au/dataset/asgs2016/meshblock/80008010000,80388.269618283914
http://linked.data.gov.au/dataset/asgs2016/meshblock/80015152000,71000.762760744648
http://linked.data.gov.au/dataset/asgs2016/meshblock/80028540000,48467.668792332195
http://linked.data.gov.au/dataset/asgs2016/meshblock/80029210000,93127.069698742678
http://linked.data.gov.au/dataset/asgs2016/meshblock/80009070000,81511.177582851233
http://linked.data.gov.au/dataset/asgs2016/meshblock/80022360000,45613.314222910551
http://linked.data.gov.au/dataset/asgs2016/meshblock/80014810000,75976.559989983929
http://linked.data.gov.au/dataset/asgs2016/meshblock/80055210000,4074.8206417520446
http://linked.data.gov.au/dataset/asgs2016/meshblock/80002490000,23347.116884934236
http://linked.data.gov.au/dataset/asgs2016/meshblock/80018800000,13275.334868830869
http://linked.data.gov.au/dataset/asgs2016/meshblock/80023270000,73627.397624543111
http://linked.data.gov.au/dataset/asgs2016/meshblock/80019660000,54322.17899464225
http://linked.data.gov.au/dataset/asgs2016/meshblock/80008511000,25439.592462465102
http://linked.data.gov.au/dataset/asgs2016/meshblock/80034720000,88164.070376285687
http://linked.data.gov.au/dataset/asgs2016/meshblock/80018840000,10139.573763865164
http://linked.data.gov.au/dataset/asgs2016/meshblock/80031540000,35279.761696832284
http://linked.data.gov.au/dataset/asgs2016/meshblock/80056040000,22366.63234456009
http://linked.data.gov.au/dataset/asgs2016/meshblock/80040730000,19448.659677803058
http://linked.data.gov.au/dataset/asgs2016/meshblock/80046370000,31264.010100360552
http://linked.data.gov.au/dataset/asgs2016/meshblock/80003050000,17810.82932351104
http://linked.data.gov.au/dataset/asgs2016/meshblock/80037390000,58576.464830123339
http://linked.data.gov.au/dataset/asgs2016/meshblock/80012040000,14167.546146505201
http://linked.data.gov.au/dataset/asgs2016/meshblock/80029691000,62399.814461734262
http://linked.data.gov.au/dataset/asgs2016/meshblock/80019080000,21348.508615302977
http://linked.data.gov.au/dataset/asgs2016/meshblock/80025690000,87918.575205652509
http://linked.data.gov.au/dataset/asgs2016/meshblock/80035440000,49375.471226251808
http://linked.data.gov.au/dataset/asgs2016/meshblock/80000660000,134428.6672368577
http://linked.data.gov.au/dataset/asgs2016/meshblock/80025820000,32797.094317269322
http://linked.data.gov.au/dataset/asgs2016/meshblock/80033610000,77751.739668999784
http://linked.data.gov.au/dataset/asgs2016/meshblock/80039090000,45128.691562895037
http://linked.data.gov.au/dataset/asgs2016/meshblock/80047791000,12600.250530788864
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042230000,74508.974399512139
http://linked.data.gov.au/dataset/asgs2016/meshblock/80002860000,918707.28151505289
http://linked.data.gov.au/dataset/asgs2016/meshblock/80008840000,42881.348917706484
http://linked.data.gov.au/dataset/asgs2016/meshblock/80021260000,57222.719220332772
http://linked.data.gov.au/dataset/asgs2016/meshblock/80031030000,68866.560828858957
http://linked.data.gov.au/dataset/asgs2016/meshblock/80039950000,88341.408411884564
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042100000,31008.500978960503
http://linked.data.gov.au/dataset/asgs2016/meshblock/80042796000,51914.806054381879
http://linked.data.gov.au/dataset/asgs2016/meshblock/80001550000,45521.607022948316
http://linked.data.gov.au/dataset/asgs2016/meshblock/80020950000,17908.139637872537
